ID,Area,DW,Year,ID_num,Tissue,Gender,dta_km,dtfl_km,Longitude,Latitude,Month_of_Capture,Mantle_length_mm,Wet_Weight_g,Maturity_level,Adipic_acid,Caprolactam,Chlorpyrifos,Ibuprofen
60_08_liver,60,102.5,2020,08,Liver,1,590,130,59°31'W,50°05'S,4,223.4,259.5,5,0,0.557,2.5 BLOQ,12.533
60_09_liver,60,101.6,2020,09,Liver,0,590,130,59°31'W,50°05'S,4,219,226.89,2,29.188,0.706,0.074,20.887
60_10_liver,60,103.2,2020,10,Liver,1,590,130,59°31'W,50°05'S,4,215.3,268.83,5,119.816,1.8,0.122,14.699
60_11_liver,60,106.9,2020,11,Liver,0,590,130,59°31'W,50°05'S,4,235.1,277.38,2,46.201,1.15,0.056,15.111
60_12_liver,60,104.3,2020,12,Liver,1,590,130,59°31'W,50°05'S,4,226.7,271.44,5,61.925,0.635,0.077,16.194
60_13_liver,60,104.5,2020,13,Liver,1,590,130,59°31'W,50°05'S,4,236.5,293.22,5,230.516,0.679,0.127,3.348
60_14_liver,60,102.3,2020,14,Liver,1,590,130,59°31'W,50°05'S,4,235.3,308.75,5,279.327,1.41,0.043,2.303
60_15_liver,60,102.3,2020,15,Liver,0,590,130,59°31'W,50°05'S,4,245.7,346.14,3,0,0.422,0.091,10.689
65_01_liver,65,105.6,2020,01,Liver,1,561,166,59°52'W,49°42'S,3,229.1,286.8,5,262.029,0.63,0.118,25.542
65_02_liver,65,104.6,2020,02,Liver,0,561,166,59°52'W,49°42'S,3,235,259.86,3,333.896,2.231,0.03,11.897
65_03_liver,65,108.2,2020,03,Liver,0,561,166,59°52'W,49°42'S,3,248.1,327.45,4,38.1,1.423,0.053,12.715
65_04_liver,65,108.8,2020,04,Liver,0,561,166,59°52'W,49°42'S,3,248.6,341.04,3,340.685,0.657,0.126,2.948
65_05_liver,65,113.2,2020,05,Liver,1,561,166,59°52'W,49°42'S,3,253.6,381.95,5,0,1.006,0.062,12.924
65_06_liver,65,108.8,2020,06,Liver,1,561,166,59°52'W,49°42'S,3,222.4,263.52,5,0,0.21,0.025,4.627
65_07_liver,65,114.3,2020,07,Liver,1,561,166,59°52'W,49°42'S,3,221.9,253.33,5,0,0.575,0.113,8.033
65_08_liver,65,111.2,2020,08,Liver,0,561,166,59°52'W,49°42'S,3,223.1,255.04,3,80.672,0.858,0.063,5.529
65_09_liver,65,104.7,2020,09,Liver,0,561,166,59°52'W,49°42'S,3,234.1,285.25,3,0,0.374,0.033,9.69
65_10_liver,65,121.5,2020,10,Liver,1,561,166,59°52'W,49°42'S,3,236.5,345.59,5,0,0.271,0.056,3.01
65_11_liver,65,105.4,2020,11,Liver,0,561,166,59°52'W,49°42'S,3,236.1,257.62,3,15.709,0.328,0.08,7.505
65_12_liver,65,118.8,2020,12,Liver,0,561,166,59°52'W,49°42'S,3,235,272.61,3,0,0.406,0.063,8.856
65_13_liver,65,108.8,2020,13,Liver,0,561,166,59°52'W,49°42'S,3,241.4,320.13,4,0,0.478,0.069,7.657
65_14_liver,65,106.4,2020,14,Liver,1,561,166,59°52'W,49°42'S,3,237.4,316.7,5,0,0.124,2.5 BLOQ,10.408
65_15_liver,65,101.2,2020,15,Liver,1,561,166,59°52'W,49°42'S,3,231.8,302.9,5,0,1.041,0,14.882
60_01_inksac,60,107,2020,01,Inksac,0,590,130,59°31'W,50°05'S,4,227.3,233.03,3,0.143,0.372,5 BLOQ,2.455
60_03_inksac,60,51.7,2020,03,Inksac,1,590,130,59°31'W,50°05'S,4,240.6,344.68,5,0.234,0.397,5 BLOQ,5.43
60_04_inksac,60,100.5,2020,04,Inksac,0,590,130,59°31'W,50°05'S,4,240.6,310.74,3,0.536,0.151,5 BLOQ,1.734
60_05_inksac,60,101.6,2020,05,Inksac,1,590,130,59°31'W,50°05'S,4,235.9,301.78,5,0.379,0.292,5 BLOQ,3.275
60_06_inksac,60,100.2,2020,06,Inksac,0,590,130,59°31'W,50°05'S,4,241.8,292.32,2,0.123,0.425,5 BLOQ,1.946
60_07_inksac,60,50.2,2020,07,Inksac,1,590,130,59°31'W,50°05'S,4,237.3,346.48,5,4.883,0.294,5 BLOQ,10.304
60_09_inksac,60,100.6,2020,09,Inksac,0,590,130,59°31'W,50°05'S,4,219,226.89,2,0.327,0.234,5 BLOQ,2.267
60_10_inksac,60,53.7,2020,10,Inksac,1,590,130,59°31'W,50°05'S,4,215.3,268.83,5,0.264,0.642,5 BLOQ,11.127
60_12_inksac,60,102.3,2020,12,Inksac,1,590,130,59°31'W,50°05'S,4,226.7,271.44,5,0.971,0.18,5 BLOQ,5 BLOQ
60_14_inksac,60,106.6,2020,14,Inksac,1,590,130,59°31'W,50°05'S,4,235.3,308.75,5,0.409,0.25,5 BLOQ,6.813
65_15_inksac,65,101.6,2020,15,Inksac,1,561,166,59°52'W,49°42'S,3,231.8,302.9,5,0.091,0.082,5 BLOQ,1.254
65_01_inksac,65,53.6,2020,01,Inksac,1,561,166,59°52'W,49°42'S,3,229.1,286.8,5,0.368,0.1,5 BLOQ,6.397
65_02_inksac,65,109,2020,02,Inksac,0,561,166,59°52'W,49°42'S,3,235,259.86,3,0,0.247,5 BLOQ,2.99
65_03_inksac,65,102.5,2020,03,Inksac,0,561,166,59°52'W,49°42'S,3,248.1,327.45,4,0,0.205,5 BLOQ,5 BLOQ
65_04_inksac,65,107.7,2020,04,Inksac,0,561,166,59°52'W,49°42'S,3,248.6,341.04,3,0.188,0.071,5 BLOQ,3.661
65_05_inksac,65,50.2,2020,05,Inksac,1,561,166,59°52'W,49°42'S,3,253.6,381.95,5,0.367,0.817,5 BLOQ,5.797
65_06_inksac,65,103,2020,06,Inksac,1,561,166,59°52'W,49°42'S,3,222.4,263.52,5,0,0.099,5 BLOQ,0.4
65_08_inksac,65,104.6,2020,08,Inksac,0,561,166,59°52'W,49°42'S,3,223.1,255.04,3,5 BLOQ,0.392,5 BLOQ,1.125
65_10_inksac,65,104.7,2020,10,Inksac,1,561,166,59°52'W,49°42'S,3,236.5,345.59,5,5 BLOQ,0.194,5 BLOQ,0.818
65_11_inksac,65,105.9,2020,11,Inksac,0,561,166,59°52'W,49°42'S,3,236.1,257.62,3,0.098,0.176,5 BLOQ,1.724
65_12_inksac,65,101.6,2020,12,Inksac,0,561,166,59°52'W,49°42'S,3,235,272.61,3,0.258,0.189,5 BLOQ,2.745
65_13_inksac,65,106.1,2020,13,Inksac,0,561,166,59°52'W,49°42'S,3,241.4,320.13,4,0,0.181,5 BLOQ,2.87
65_14_inksac,65,51.8,2020,14,Inksac,1,561,166,59°52'W,49°42'S,3,237.4,316.7,5,4.754,0.674,5 BLOQ,12.215
65_15_inksac,65,101.6,2020,15,Inksac,1,561,166,59°52'W,49°42'S,3,231.8,302.9,5,1.982,0.177,5 BLOQ,2.305
47_01_muscle,47,100,2021,01,Muscle,1,544,181,59°59'W,49°33'S,6,288,646.2,5,2.397,0.064,0,0.611
47_02_muscle,47,102.4,2021,02,Muscle,1,544,181,59°59'W,49°33'S,6,254,444.5,5,2.473,0.03,0,0.468
47_03_muscle,47,106.4,2021,03,Muscle,1,544,181,59°59'W,49°33'S,6,246,453.3,5,2.313,0.123,10 BLOQ,0.347
47_04_muscle,47,103.3,2021,04,Muscle,0,544,181,59°59'W,49°33'S,6,310,875.8,3,4.533,0.041,0,0.802
47_05_muscle,47,101.2,2021,05,Muscle,1,544,181,59°59'W,49°33'S,6,267,572.8,5,2.769,0.108,0,0.875
47_06_muscle,47,101.7,2021,06,Muscle,0,544,181,59°59'W,49°33'S,6,269,478.6,3,5.025,0.048,0,1.127
47_07_muscle,47,102,2021,07,Muscle,1,544,181,59°59'W,49°33'S,6,250,439.4,5,0.868,0.117,10 BLOQ,0.57
47_08_muscle,47,106.1,2021,08,Muscle,0,544,181,59°59'W,49°33'S,6,273,574.7,4,2.374,0.034,0,0.492
47_09_muscle,47,101.4,2021,09,Muscle,0,544,181,59°59'W,49°33'S,6,273,671.6,4,1.505,0.047,0,0.596
47_10_muscle,47,109,2021,10,Muscle,0,544,181,59°59'W,49°33'S,6,276,512.9,3,3.778,0.12,0,0.489
47_11_muscle,47,101.8,2021,11,Muscle,0,544,181,59°59'W,49°33'S,6,310,754.1,4,0.259,2.5 BLOQ,0,0.386
47_12_muscle,47,102.1,2021,12,Muscle,1,544,181,59°59'W,49°33'S,6,241,404,4,0.548,0.091,10 BLOQ,0.53
47_13_muscle,47,108,2021,13,Muscle,0,544,181,59°59'W,49°33'S,6,257,462.9,3,1.155,0.179,10 BLOQ,0.54
47_14_muscle,47,103.3,2021,14,Muscle,1,544,181,59°59'W,49°33'S,6,257,445.3,4,2.95,0.12,10 BLOQ,0.496
47_15_muscle,47,103.2,2021,15,Muscle,1,544,181,59°59'W,49°33'S,6,274.9,376.8,3,6.595,0.161,0,0.404
49_01_muscle,49,103.5,2021,01,Muscle,1,376,460,60°51'W,46°55'S,5,242.3,378.4,3,0.662,0.434,0,0.686
49_02_muscle,49,106.4,2021,02,Muscle,0,376,460,60°51'W,46°55'S,5,261.54,463.9,3,0.377,0.279,0,0.454
49_03_muscle,49,108.6,2021,03,Muscle,0,376,460,60°51'W,46°55'S,5,308.12,807.5,3,0.483,0.024,10 BLOQ,0.272
49_04_muscle,49,105.4,2021,04,Muscle,1,376,460,60°51'W,46°55'S,5,289,529.7,5,0.447,0.046,0,0.395
49_05_muscle,49,105.4,2021,05,Muscle,0,376,460,60°51'W,46°55'S,5,260,468,3,0.938,0.051,0,0.367
49_06_muscle,49,105.5,2021,06,Muscle,1,376,460,60°51'W,46°55'S,5,218,229.1,5,0.262,0.096,0,0.198
49_07_muscle,49,101.9,2021,07,Muscle,1,376,460,60°51'W,46°55'S,5,183,108.6,1,0.262,0.09,0,0.257
49_08_muscle,49,100,2021,08,Muscle,0,376,460,60°51'W,46°55'S,5,206,158.3,2,0.193,0.126,0,0.392
49_09_muscle,49,107.5,2021,09,Muscle,0,376,460,60°51'W,46°55'S,5,219,186.2,2,0.132,0.058,0,0.237
49_10_muscle,49,102,2021,10,Muscle,1,376,460,60°51'W,46°55'S,5,197,140.3,2,0.163,0.09,0,0.249
49_11_muscle,49,101.2,2021,11,Muscle,0,376,460,60°51'W,46°55'S,5,186,107.6,1,0,0.075,10 BLOQ,0.647
49_12_muscle,49,102.1,2021,12,Muscle,0,376,460,60°51'W,46°55'S,5,192,151.7,1,1.438,0.171,10 BLOQ,0.59
49_13_muscle,49,108.8,2021,13,Muscle,1,376,460,60°51'W,46°55'S,5,197,170.3,3,0.237,0.145,10 BLOQ,0.222
49_14_muscle,49,103.7,2021,14,Muscle,1,376,460,60°51'W,46°55'S,5,181,119.6,2,0.179,0.108,0,0.725
49_15_muscle,49,103.2,2021,15,Muscle,1,376,460,60°51'W,46°55'S,5,194,148.5,3,0.295,0.117,0,0.43
47_01_stomach,47,108.9,2021,01,Stomach,1,544,181,59°59'W,49°33'S,6,288,646.2,5,3.035,0.026,0,2.434
47_02_stomach,47,106.3,2021,02,Stomach,1,544,181,59°59'W,49°33'S,6,254,444.5,5,0,0.041,0,3.647
47_03_stomach,47,104.7,2021,03,Stomach,1,544,181,59°59'W,49°33'S,6,246,453.3,5,9.084,0.089,0,1.974
47_04_stomach,47,105.7,2021,04,Stomach,0,544,181,59°59'W,49°33'S,6,310,875.8,3,0,2.5 BLOQ,0,0.665
47_05_stomach,47,102.9,2021,05,Stomach,1,544,181,59°59'W,49°33'S,6,267,572.8,5,0,0.035,0,1.624
47_06_stomach,47,101.4,2021,06,Stomach,0,544,181,59°59'W,49°33'S,6,269,478.6,3,0,2.5 BLOQ,0,1.304
47_07_stomach,47,107.6,2021,07,Stomach,1,544,181,59°59'W,49°33'S,6,250,439.4,5,0,2.5 BLOQ,2.5 BLOQ,1.129
47_08_stomach,47,108,2021,08,Stomach,0,544,181,59°59'W,49°33'S,6,273,574.7,4,0,2.5 BLOQ,0,5.629
47_09_stomach,47,103.5,2021,09,Stomach,0,544,181,59°59'W,49°33'S,6,273,671.6,4,0,2.5 BLOQ,2.5 BLOQ,0.792
47_10_stomach,47,105.9,2021,10,Stomach,0,544,181,59°59'W,49°33'S,6,276,512.9,3,0.948,0.077,0,7.762
47_11_stomach,47,101,2021,11,Stomach,0,544,181,59°59'W,49°33'S,6,310,754.1,4,0.637,0.066,2.5 BLOQ,9.576
47_12_stomach,47,100,2021,12,Stomach,1,544,181,59°59'W,49°33'S,6,241,404,4,0.476,0.044,0,26.02
47_13_stomach,47,104,2021,13,Stomach,0,544,181,59°59'W,49°33'S,6,257,462.9,3,0,0.034,0,21.597
47_14_stomach,47,103.1,2021,14,Stomach,1,544,181,59°59'W,49°33'S,6,257,445.3,4,1.641,0.104,0,27.499
47_15_stomach,47,104,2021,15,Stomach,1,544,181,59°59'W,49°33'S,6,274.9,376.8,3,0.659,0.051,0,6.752
49_01_stomach,49,106.1,2021,01,Stomach,1,376,460,60°51'W,46°55'S,5,242.3,378.4,3,0.501,0.117,0,10.19
49_02_stomach,49,101.7,2021,02,Stomach,0,376,460,60°51'W,46°55'S,5,261.54,463.9,3,0,0.159,0,10.723
49_03_stomach,49,103,2021,03,Stomach,0,376,460,60°51'W,46°55'S,5,308.12,807.5,3,0.657,0.028,0,5.393
49_04_stomach,49,108.6,2021,04,Stomach,1,376,460,60°51'W,46°55'S,5,289,529.7,5,0.355,0.034,0,4.198
49_05_stomach,49,100.6,2021,05,Stomach,0,376,460,60°51'W,46°55'S,5,260,468,3,0.938,0.027,0,18.818
49_06_stomach,49,100.4,2021,06,Stomach,1,376,460,60°51'W,46°55'S,5,218,229.1,5,0.097,2.5 BLOQ,0,1.896
49_07_stomach,49,101.5,2021,07,Stomach,1,376,460,60°51'W,46°55'S,5,183,108.6,1,0,0.056,0,2.169
49_08_stomach,49,106.2,2021,08,Stomach,0,376,460,60°51'W,46°55'S,5,206,158.3,2,0,2.5 BLOQ,0,2.44
49_09_stomach,49,109.8,2021,09,Stomach,0,376,460,60°51'W,46°55'S,5,219,186.2,2,0,0.039,0,5.103
49_10_stomach,49,101.3,2021,10,Stomach,1,376,460,60°51'W,46°55'S,5,197,140.3,2,0,0.111,0,0.956
49_11_stomach,49,104.3,2021,11,Stomach,0,376,460,60°51'W,46°55'S,5,186,107.6,1,0.115,0.175,0,2.359
49_12_stomach,49,107.1,2021,12,Stomach,0,376,460,60°51'W,46°55'S,5,192,151.7,1,0,2.5 BLOQ,0,4.196
49_13_stomach,49,102.4,2021,13,Stomach,1,376,460,60°51'W,46°55'S,5,197,170.3,3,0.127,2.5 BLOQ,0,1.992
49_14_stomach,49,108.8,2021,14,Stomach,1,376,460,60°51'W,46°55'S,5,181,119.6,2,0.606,0.211,0,2.864
49_15_stomach,49,107.8,2021,15,Stomach,1,376,460,60°51'W,46°55'S,5,194,148.5,3,0,2.5 BLOQ,0,4.146
47_01_liver,47,101.8,2021,01,Liver,1,544,181,59°59'W,49°33'S,6,288,646.2,5,0,0.034,0,9.835
47_02_liver,47,105.1,2021,02,Liver,1,544,181,59°59'W,49°33'S,6,254,444.5,5,0,0.065,0,7.54
47_03_liver,47,105.6,2021,03,Liver,1,544,181,59°59'W,49°33'S,6,246,453.3,5,0,0.058,0,13.506
47_04_liver,47,101,2021,04,Liver,0,544,181,59°59'W,49°33'S,6,310,875.8,3,0,0.08,0,7.853
47_05_liver,47,107.3,2021,05,Liver,1,544,181,59°59'W,49°33'S,6,267,572.8,5,0,0.089,0,15.393
47_06_liver,47,108.4,2021,06,Liver,0,544,181,59°59'W,49°33'S,6,269,478.6,3,0,0.041,0,5.596
47_07_liver,47,105.2,2021,07,Liver,1,544,181,59°59'W,49°33'S,6,250,439.4,5,0,0.027,0,9.224
47_08_liver,47,103.8,2021,08,Liver,0,544,181,59°59'W,49°33'S,6,273,574.7,4,0,0.087,0,15.124
47_09_liver,47,106.7,2021,09,Liver,0,544,181,59°59'W,49°33'S,6,273,671.6,4,0,0.082,0,17.013
47_10_liver,47,106.6,2021,10,Liver,0,544,181,59°59'W,49°33'S,6,276,512.9,3,0,0.04,0,14.543
47_11_liver,47,109.3,2021,11,Liver,0,544,181,59°59'W,49°33'S,6,310,754.1,4,4.004,0.508,0,37.747
47_12_liver,47,104.4,2021,12,Liver,1,544,181,59°59'W,49°33'S,6,241,404,4,67.003,0.418,0,46.923
47_13_liver,47,106.1,2021,13,Liver,0,544,181,59°59'W,49°33'S,6,257,462.9,3,0,0.72,0,33.19
47_14_liver,47,107.3,2021,14,Liver,1,544,181,59°59'W,49°33'S,6,257,445.3,4,0,0.057,0,9.03
47_15_liver,47,109.9,2021,15,Liver,1,544,181,59°59'W,49°33'S,6,274.9,376.8,3,0,0.123,0,29.413
49_01_liver,49,107.6,2021,01,Liver,1,376,460,60°51'W,46°55'S,5,242.3,378.4,3,0,0.046,0,11.067
49_02_liver,49,108.4,2021,02,Liver,0,376,460,60°51'W,46°55'S,5,261.54,463.9,3,253.202,0.228,0,60.361
49_03_liver,49,107.2,2021,03,Liver,0,376,460,60°51'W,46°55'S,5,308.12,807.5,3,0,0.337,0,38.69
49_04_liver,49,106,2021,04,Liver,1,376,460,60°51'W,46°55'S,5,289,529.7,5,0,0.061,0,17.961
49_05_liver,49,102.6,2021,05,Liver,0,376,460,60°51'W,46°55'S,5,260,468,3,0,0.181,0,44.865
49_06_liver,49,101.9,2021,06,Liver,1,376,460,60°51'W,46°55'S,5,218,229.1,5,0,0.046,0,8.9
49_07_liver,49,109.5,2021,07,Liver,1,376,460,60°51'W,46°55'S,5,183,108.6,1,0,0.038,0,1.929
49_08_liver,49,108.5,2021,08,Liver,0,376,460,60°51'W,46°55'S,5,206,158.3,2,0,0.304,0,36.215
49_09_liver,49,102.7,2021,09,Liver,0,376,460,60°51'W,46°55'S,5,219,186.2,2,0,0.075,0,4.733
49_10_liver,49,106.8,2021,10,Liver,1,376,460,60°51'W,46°55'S,5,197,140.3,2,0,0.109,0,18.202
49_11_liver,49,106.6,2021,11,Liver,0,376,460,60°51'W,46°55'S,5,186,107.6,1,0,0.413,0,41.556
49_12_liver,49,105.3,2021,12,Liver,0,376,460,60°51'W,46°55'S,5,192,151.7,1,0,0.07,0,3.968
49_13_liver,49,109.9,2021,13,Liver,1,376,460,60°51'W,46°55'S,5,197,170.3,3,0,0.104,0,11.484
49_14_liver,49,103.7,2021,14,Liver,1,376,460,60°51'W,46°55'S,5,181,119.6,2,0,0.084,0,6.337
49_15_liver,49,106.7,2021,15,Liver,1,376,460,60°51'W,46°55'S,5,194,148.5,3,0,0.121,0,4.466
47_01_inksac,47,105.2,2021,01,Inksac,1,544,181,59°59'W,49°33'S,6,288,646.2,5,3.975,0.442,0,2.245
47_02_inksac,47,106.5,2021,02,Inksac,1,544,181,59°59'W,49°33'S,6,254,444.5,5,0.768,0.432,5 BLOQ,0.607
47_03_inksac,47,101,2021,03,Inksac,1,544,181,59°59'W,49°33'S,6,246,453.3,5,3.488,0.459,0,4.409
47_04_inksac,47,100.9,2021,04,Inksac,0,544,181,59°59'W,49°33'S,6,310,875.8,3,1.996,0.291,5 BLOQ,0.925
47_05_inksac,47,104,2021,05,Inksac,1,544,181,59°59'W,49°33'S,6,267,572.8,5,5.817,0.06,5 BLOQ,2.074
47_06_inksac,47,107.6,2021,06,Inksac,0,544,181,59°59'W,49°33'S,6,269,478.6,3,0.699,0.036,0,1.785
47_07_inksac,47,106.7,2021,07,Inksac,1,544,181,59°59'W,49°33'S,6,250,439.4,5,3.58,0.03,5 BLOQ,1.068
47_08_inksac,47,58.1,2021,08,Inksac,0,544,181,59°59'W,49°33'S,6,273,574.7,4,3.628,0.347,5 BLOQ,4.07
47_09_inksac,47,102.9,2021,09,Inksac,0,544,181,59°59'W,49°33'S,6,273,671.6,4,0.688,0.106,5 BLOQ,5.769
47_10_inksac,47,103.4,2021,10,Inksac,0,544,181,59°59'W,49°33'S,6,276,512.9,3,0.261,0.041,0,3.072
47_11_inksac,47,108.7,2021,11,Inksac,0,544,181,59°59'W,49°33'S,6,310,754.1,4,0,0.125,0,1.656
47_12_inksac,47,102.2,2021,12,Inksac,1,544,181,59°59'W,49°33'S,6,241,404,4,0.365,0.424,5 BLOQ,1.7
47_13_inksac,47,105.3,2021,13,Inksac,0,544,181,59°59'W,49°33'S,6,257,462.9,3,0,0.052,0,2.028
47_14_inksac,47,101.7,2021,14,Inksac,1,544,181,59°59'W,49°33'S,6,257,445.3,4,0.346,0.277,0,2.189
47_15_inksac,47,100.7,2021,15,Inksac,1,544,181,59°59'W,49°33'S,6,274.9,376.8,3,0.268,0.26,0,8.386
49_01_inksac,49,105.2,2021,01,Inksac,1,376,460,60°51'W,46°55'S,5,242.3,378.4,3,0.238,0.028,0,1.758
49_02_inksac,49,108.1,2021,02,Inksac,0,376,460,60°51'W,46°55'S,5,261.54,463.9,3,0.339,0.381,5 BLOQ,2.1
49_03_inksac,49,103.9,2021,03,Inksac,0,376,460,60°51'W,46°55'S,5,308.12,807.5,3,0.3,0.455,0,1.613
49_04_inksac,49,105.8,2021,04,Inksac,1,376,460,60°51'W,46°55'S,5,289,529.7,5,0.233,0.14,0,2.028
49_05_inksac,49,103.6,2021,05,Inksac,0,376,460,60°51'W,46°55'S,5,260,468,3,0.377,0.158,0,1.943
49_06_inksac,49,100.4,2021,06,Inksac,1,376,460,60°51'W,46°55'S,5,218,229.1,5,1.612,0.398,0,1.379
49_07_inksac,49,102.6,2021,07,Inksac,1,376,460,60°51'W,46°55'S,5,183,108.6,1,0,0.077,0,6.462
49_08_inksac,49,106.9,2021,08,Inksac,0,376,460,60°51'W,46°55'S,5,206,158.3,2,0.64,0.126,0,1.417
49_09_inksac,49,105.4,2021,09,Inksac,0,376,460,60°51'W,46°55'S,5,219,186.2,2,4.641,0.628,0,1.164
49_10_inksac,49,102.1,2021,10,Inksac,1,376,460,60°51'W,46°55'S,5,197,140.3,2,0,0.472,0,0.225
49_11_inksac,49,103,2021,11,Inksac,0,376,460,60°51'W,46°55'S,5,186,107.6,1,1.116,0.398,0,1.337
49_12_inksac,49,108.1,2021,12,Inksac,0,376,460,60°51'W,46°55'S,5,192,151.7,1,7.097,0.289,0,0.898
49_13_inksac,49,102.2,2021,13,Inksac,1,376,460,60°51'W,46°55'S,5,197,170.3,3,0.562,0.231,0,0.486
49_14_inksac,49,101.5,2021,14,Inksac,1,376,460,60°51'W,46°55'S,5,181,119.6,2,1.73,0.52,0,0.507
49_15_inksac,49,109.8,2021,15,Inksac,1,376,460,60°51'W,46°55'S,5,194,148.5,3,1.893,0.608,0,1.364