year,month,chlor_a
2000,1,0.9038110375404358
2000,2,1.546664834022522
2000,3,0.6901641488075256
2000,4,0.5916882157325745
2000,5,0.4425453245639801
2000,6,0.3903439790010452
2000,7,0.33814263343811035
2000,8,0.29428285360336304
2000,9,0.2564808428287506
2000,10,0.32730093598365784
2000,11,2.185577392578125
2000,12,4.922214031219482
2001,1,0.9682517051696777
2001,2,1.1010677814483643
2001,3,0.7855693101882935
2001,4,0.4661996066570282
2001,5,0.2862132787704468
2001,6,0.292995423
2001,7,0.2997775673866272
2001,8,0.27494198083877563
2001,9,0.3008628189563751
2001,10,2.306074619293213
2001,11,4.686275482177734
2001,12,2.864827871322632
2002,1,2.5297675132751465
2002,2,2.025611162185669
2002,3,0.8477460145950317
2002,4,0.641165555
2002,5,0.39607152342796326
2002,6,0.31689712405204773
2002,7,0.2377227246761322
2002,8,0.26245471835136414
2002,9,0.27183717489242554
2002,10,0.7320084571838379
2002,11,4.957911491394043
2002,12,4.457841396331787
2003,1,1.3530917167663574
2003,2,1.6013638973236084
2003,3,0.5108428597450256
2003,4,0.3934377431869507
2003,5,0.3599892854690552
2003,6,0.3478151112794876
2003,7,0.33564093708992004
2003,8,0.350808322
2003,9,0.515842855
2003,10,3.6213290691375732
2003,11,1.5661126375198364
2003,12,2.625767946243286
2004,1,3.755448818206787
2004,2,1.8677818775177002
2004,3,1.0295939445495605
2004,4,0.7543367743492126
2004,5,0.4063948392868042
2004,6,0.33363232016563416
2004,7,0.2608698010444641
2004,8,0.28942254185676575
2004,9,0.30795222520828247
2004,10,0.693641186
2004,11,3.983334541320801
2004,12,1.7548457384109497
2005,1,0.7983762621879578
2005,2,0.9151703715324402
2005,3,0.8614974617958069
2005,4,0.530276895
2005,5,0.47929060459136963
2005,6,0.37164339423179626
2005,7,0.2639961838722229
2005,8,0.30587080121040344
2005,9,0.41528379917144775
2005,10,3.3872835636138916
2005,11,2.9130098819732666
2005,12,0.6756204962730408
2006,1,0.8122027516365051
2006,2,1.1663743257522583
2006,3,0.8556961417198181
2006,4,0.7518421411514282
2006,5,0.5736167430877686
2006,6,0.4173809140920639
2006,7,0.26114508509635925
2006,8,0.2827780544757843
2006,9,0.31808099150657654
2006,10,1.1766297817230225
2006,11,4.061995029449463
2006,12,3.0848538875579834
2007,1,1.9200962781906128
2007,2,1.3345816135406494
2007,3,0.5678029656410217
2007,4,0.42930710315704346
2007,5,0.38035550713539124
2007,6,0.33851441740989685
2007,7,0.29667332768440247
2007,8,0.2950496971607208
2007,9,1.040622353553772
2007,10,7.587453842163086
2007,11,1.7193657159805298
2007,12,1.105058193206787
2008,1,0.8383760154247284
2008,4,0.5716938376426697
2008,5,0.40949809551239014
2008,6,0.3461966812610626
2008,7,0.31454597413539886
2008,8,0.2828952670097351
2008,9,2.5210604667663574
2008,10,5.029770851135254
2008,11,2.5614213943481445
2008,12,5.506107330322266
2009,1,2.537003755569458
2009,2,1.7710570096969604
2009,3,0.7347692847251892
2009,4,0.4063396751880646
2009,6,0.2932930439710617
2009,7,0.18024641275405884
2009,8,0.33710593
2009,9,2.447314113378525
2009,10,3.502418205142021
2009,11,4.557522296905518
2009,12,1.6136786937713623
2010,1,1.5562806129455566
2010,2,1.5474755764007568
2010,3,1.3795068264007568
2010,4,0.5852028131484985
2010,5,0.42142581939697266
2010,6,0.35478048026561737
2010,7,0.32145781069993973
2010,8,0.2881351411342621
2010,9,0.3404681980609894
2010,10,2.7857561111450195
2010,11,1.8509550094604492
2010,12,1.6780333518981934
2011,1,1.6409969329833984
2011,2,2.4158594608306885
2011,3,1.187256932258606
2011,4,0.5999167561531067
2011,5,0.4500962644815445
2011,6,0.3751860186457634
2011,7,0.33773089572787285
2011,8,0.3002757728099823
2011,9,0.3219574987888336
2011,10,2.6744956970214844
2011,11,3.5755038261413574
2011,12,0.9346004724502563
2012,1,1.0508307218551636
2012,2,0.7815114259719849
2012,3,0.85484302
2012,4,0.5903360843658447
2012,5,0.557634711
2012,6,0.43763314187526703
2012,7,0.37763235718011856
2012,8,0.3176315724849701
2012,9,0.40887531638145447
2012,10,3.174283981323242
2012,11,2.3133668899536133
2012,12,0.9879698753356934
2013,1,2.3256125450134277
2013,2,1.2283204793930054
2013,3,0.6241989731788635
2013,4,0.5945006012916565
2013,5,0.339175284
2013,6,0.3089579939842224
2013,7,0.2938493490219116
2013,8,0.27874070405960083
2013,9,0.3281996250152588
2013,10,0.5599883794784546
2013,11,1.231569528579712
2013,12,0.9432559609413147
2014,1,1.3160313367843628
2014,2,0.7043156027793884
2014,3,0.7644381523132324
2014,4,0.4957672655582428
2014,5,0.7305821776390076
2014,6,0.5034165531396866
2014,7,0.3898337408900261
2014,8,0.2762509286403656
2014,9,0.4734466075897217
2014,10,1.3702892065048218
2014,11,4.708537578582764
2014,12,2.192416191101074
2015,1,0.8801498413085938
2015,2,0.710435688
2015,3,0.7859911918640137
2015,4,0.46019163727760315
2015,5,0.27126115560531616
2015,6,0.2953285872936249
2015,7,0.30736230313777924
2015,8,0.3193960189819336
2015,9,0.29658597707748413
2015,10,1.0481626987457275
2015,11,3.556281089782715
2015,12,1.4968136548995972
2016,1,1.4132612943649292
2016,2,1.9889084100723267
2016,3,1.0958982706069946
2016,4,0.6269150376319885
2016,5,0.36113256216049194
2016,6,0.2938930243253708
2016,7,0.2602732554078102
2016,8,0.22665348649024963
2016,9,0.29700931906700134
2016,10,2.0053892135620117
2016,11,5.743288516998291
2016,12,0.9033360481262207
2017,1,2.784655809402466
2017,2,4.324864864349365
2017,3,1.3201183080673218
2017,4,1.1170283555984497
2017,5,1.3668969869613647
2017,6,0.8271118998527527
2017,7,0.5572193562984467
2017,8,0.2873268127441406
2017,9,0.3623988926410675
2017,10,0.6860975027084351
2017,11,2.078244448
2017,12,1.5725849866867065
2018,1,1.227152705192566
2018,2,1.5610930919647217
2018,3,0.705287516
2018,4,0.49614280462265015
2018,5,0.25646841526031494
2018,6,0.28138212859630585
2018,7,0.2938389852643013
2018,8,0.30629584193229675
2018,9,0.2875688076019287
2018,10,0.5186396837234497
2018,11,3.6596591472625732
2018,12,2.656667709350586
2019,1,1.2073559761047363
2019,2,1.9631738662719727
2019,3,0.6434495449066162
2019,4,0.5599123239517212
2019,5,0.17149457335472107
2019,6,0.2099706083536148
2019,7,0.22920862585306168
2019,8,0.24844664335250854
2019,9,0.2552671730518341
2019,10,1.514937162399292
2019,11,5.199348449707031
2019,12,1.3448013067245483
2020,1,2.8697164058685303
2020,2,3.8170464038848877
2020,3,1.9537570476531982
2020,4,1.066420078277588
2020,5,0.6636585593223572
2020,6,0.4622777998447418
2020,7,0.36158742010593414
2020,8,0.26089704036712646
2020,9,0.3519536852836609
2020,10,2.339378595352173
2020,11,4.046562671661377
2020,12,1.8943110704421997
2021,1,0.9911583065986633
2021,2,0.9488110542297363
2021,3,0.7838802337646484
2021,4,0.7207726836204529
2021,5,0.3002232015132904
2021,6,0.2861504852771759
2021,7,0.27911412715911865
2021,8,0.2720777690410614
2021,9,0.32538551092147827
2021,10,1.0641628503799438
2021,11,1.2973978519439697
2021,12,1.775407075881958
2022,1,1.4696099758148193
2022,2,1.660835624
2022,3,0.7825750112533569
2022,4,1.7018779516220093
2022,5,1.070831537246704
2022,6,0.6895257383584976
2022,7,0.4988728389143944
2022,8,0.30821993947029114
2022,9,0.4113428592681885
2022,10,4.093668460845947
2022,11,3.5544302463531494
2022,12,1.5448408126831055